Transaction ID,Date,Store ID,Product ID,Category,Sub-Category,Quantity Sold,Price,Discount,Total Sales,Customer ID,Payment Method,Store Location,Customer Age,Customer Gender,Customer Segment,Loyalty Program,Feedback Rating,Employee ID,Store Type
T0000058,2023-04-26,S068,P00292,Toys,Action Figures,10,115.12,0.12,1013.06,16ec1974-443b-4573-80e4-d4d1dde6ca8d,Cash,"West Duanefurt, Eritrea",66,Female,Regular,Yes,4,E0005,Online
T0000059,2024-02-13,S100,P00593,Furniture,Sofas,5,216.73,0.22,845.25,9683c167-8919-438d-986a-29ccfc942754,Cash,"West Ellen, Austria",67,Female,VIP,Yes,5,E0264,Outlet
T0000060,2024-02-10,S040,P00140,Electronics,Cameras,10,933.34,0.11,8306.73,c088919a-427d-4703-bcd7-7e65db7d41fd,Cash,"Juanfurt, Pakistan",67,Male,VIP,Yes,4,E0415,Outlet
T0000061,2023-06-23,S039,P00372,Toys,Action Figures,5,785.82,0.15,3339.74,840ebe5c-83e3-44c2-831b-cb0b38a71012,Credit Card,"Duncanstad, Ghana",21,Female,VIP,No,3,E0322,Supermarket
T0000062,2023-03-24,S066,P00971,Clothing,Shoes,2,834.35,0.12,1468.46,6543a0a3-b9b5-44fe-b9d2-8bc836ff62e5,Credit Card,"West Thomas, Isle of Man",62,Male,VIP,No,5,E0205,Supermarket
T0000063,2023-01-25,S092,P00286,Clothing,Shoes,9,912.84,0.21,6490.29,141ea6f5-1c86-4100-b404-f65e3b4d4388,Cash,"New Carolfurt, Colombia",37,Female,VIP,Yes,4,E0446,Outlet
T0000064,2022-11-16,S068,P00221,Toys,Puzzles,1,77.53,0.02,75.98,2b235369-60b3-4cc8-9dc9-ed8c359839ab,Credit Card,"Lake Nina, Cyprus",33,Female,Regular,Yes,1,E0465,Online
T0000065,2024-03-15,S005,P00628,Furniture,Beds,9,354.45,0.28,2296.84,91233ef9-42a5-4848-9677-74168e9c9b92,Online Payment,"East Aaronchester, Angola",59,Male,Regular,Yes,5,E0192,Online
T0000066,2024-08-14,S095,P00382,Furniture,Sofas,5,935.14,0.04,4488.67,735cff36-2562-4b35-a091-f960ee4f81e9,Cash,"Boltonport, French Guiana",46,Female,VIP,Yes,3,E0495,Online
T0000067,2022-12-08,S099,P00119,Toys,Puzzles,3,88.87,0.14,229.28,bf9e650a-57be-44fb-ba3a-40a567b8d840,Credit Card,"Port Stevenshire, Vanuatu",44,Male,VIP,No,5,E0426,Outlet
T0000068,2022-11-07,S049,P00012,Groceries,Dairy,3,169.36,0.2,406.46,89be5f6d-2bd3-44e6-a873-bb9155e58d6c,Online Payment,"South Sandraton, Micronesia",43,Male,Regular,Yes,3,E0465,Online
T0000069,2022-12-22,S064,P00742,Electronics,Tablets,10,566.23,0.13,4926.2,b9e954d8-a77d-4fb8-bd0f-3fef74c6d78d,Cash,"Boltonport, French Guiana",41,Female,Regular,Yes,3,E0034,Supermarket
T0000070,2024-01-22,S096,P00349,Clothing,Shoes,6,650.81,0.24,2967.69,e55e4b2f-6552-4611-9ead-0c7f307f2f4f,Cash,"East Janice, Christmas Island",61,Male,Regular,Yes,1,E0223,Supermarket
T0000071,2024-01-06,S089,P00554,Clothing,Jackets,10,899.59,0.02,8815.98,65ea2f7d-98b9-4938-b59c-777f300e4881,Online Payment,"Dannyland, Bhutan",51,Male,VIP,No,3,E0006,Online
T0000072,2024-07-16,S069,P00068,Electronics,Smartphones,1,200.79,0.28,144.57,117940bd-0ebc-4211-88de-c2865600ea47,Cash,"North Heather, Lithuania",31,Male,VIP,No,3,E0457,Online
T0000073,2023-04-10,S022,P00969,Groceries,Fruits,2,250.9,0.04,481.73,3b6fa9de-78b6-48f3-a8d1-8b948863d88a,Credit Card,"New Micheleview, Paraguay",35,Female,VIP,No,2,E0378,Outlet
T0000074,2024-06-04,S081,P00219,Groceries,Fruits,1,66.42,0.22,51.81,982a11a4-aa91-4e84-94a3-27475731fddf,Cash,"Lake William, Senegal",42,Female,Regular,No,2,E0127,Supermarket
T0000075,2023-06-12,S093,P00236,Toys,Dolls,2,371.48,0.29,527.5,cdd12f4d-18e0-41ff-9a6b-4f0a30f0c2cf,Cash,"Lake Janet, Tokelau",58,Male,Regular,Yes,4,E0401,Outlet
T0000076,2022-11-28,S020,P00281,Electronics,Tablets,3,442.51,0.06,1247.88,904135b7-d407-458e-a683-cbc98e47a096,Online Payment,"Ruthhaven, Congo",38,Female,VIP,No,5,E0432,Supermarket
T0000077,2023-08-14,S004,P00834,Groceries,Vegetables,8,530.63,0.19,3438.48,63c5532e-fb31-4323-b5ce-0305227fbd08,Online Payment,"Port Jerry, Tokelau",32,Female,VIP,No,2,E0395,Online
T0000078,2024-02-02,S037,P00535,Toys,Puzzles,6,825.25,0.17,4109.74,bfd79eed-618e-4de6-81cf-15c6109d32d5,Cash,"South Sandraton, Micronesia",50,Female,Regular,Yes,1,E0495,Outlet
T0000079,2022-09-09,S038,P00013,Electronics,Smartphones,8,610.97,0.04,4692.25,3dec531b-25a7-421e-ade9-57cc63211c37,Online Payment,"Dannyland, Bhutan",19,Male,VIP,No,5,E0377,Outlet
T0000080,2023-04-10,S054,P00424,Electronics,Tablets,7,443.69,0.17,2577.84,b27db056-cb5d-410f-a365-3996695a0133,Credit Card,"New Victor, Vanuatu",19,Female,VIP,Yes,3,E0250,Online
T0000081,2023-11-03,S068,P00586,Clothing,Jackets,2,371.53,0.02,728.2,410b5b5c-3d2a-433d-9737-ae491549e080,Cash,"Lake Janet, Tokelau",43,Male,VIP,Yes,5,E0316,Online
T0000082,2024-07-05,S002,P00882,Clothing,Jeans,2,967.64,0.11,1722.4,32a672c3-fc24-44b2-b9e6-db0a64177635,Cash,"Cindychester, Belarus",40,Female,Regular,Yes,5,E0445,Supermarket
T0000083,2024-03-01,S014,P00876,Clothing,Shoes,1,294.14,0.17,244.14,d07d711f-8a82-45f3-9e39-331fbee754e4,Cash,"Lake Diana, Nepal",26,Female,Regular,No,1,E0430,Outlet
T0000084,2024-04-18,S017,P00147,Groceries,Dairy,4,91.82,0.06,345.24,440e46ba-d434-4334-a808-3f84bd7eda05,Credit Card,"West Ellen, Austria",46,Female,Regular,Yes,4,E0226,Outlet
T0000085,2024-06-25,S096,P00529,Toys,Puzzles,8,822.92,0.2,5266.69,faf1942a-5273-4a13-a115-8aeebcbd2354,Credit Card,"Allenside, Mayotte",35,Male,Regular,Yes,3,E0219,Outlet
T0000086,2023-05-04,S043,P00963,Clothing,Shoes,6,790.62,0.21,3747.54,18299a08-485a-4be7-90f9-8c7992fc7710,Credit Card,"Reidmouth, Netherlands Antilles",36,Male,VIP,Yes,4,E0439,Online
T0000087,2022-10-27,S068,P00788,Furniture,Tables,9,993.86,0.24,6798.0,8f0674a2-4e71-418d-8052-f648e33edab2,Online Payment,"Huangside, Mauritius",60,Male,Regular,No,3,E0492,Supermarket
T0000088,2024-02-29,S027,P00094,Toys,Puzzles,2,339.47,0.18,556.73,7112ecf0-d7fd-4803-8648-de51192017fb,Credit Card,"Michelleberg, Mongolia",65,Male,VIP,Yes,1,E0027,Outlet
T0000089,2023-04-09,S051,P00767,Clothing,Jackets,5,557.15,0.11,2479.32,ee463eaa-ad8b-4329-8cef-41c9e15a17ae,Credit Card,"East Janice, Christmas Island",51,Female,VIP,No,4,E0132,Online
T0000090,2023-10-29,S082,P00194,Clothing,Jeans,1,981.35,0.01,971.54,4cb4621b-280f-48ed-aae0-c0e9971e83b6,Online Payment,"East Samantha, Korea",20,Male,Regular,Yes,4,E0287,Supermarket
T0000091,2022-09-27,S012,P00539,Clothing,Shoes,2,64.06,0.21,101.21,10c751d1-9b37-45d3-bcad-cbb9ba522840,Cash,"South Angelaborough, Liberia",19,Female,Regular,No,2,E0132,Supermarket
T0000092,2023-08-08,S067,P00228,Groceries,Vegetables,10,999.48,0.2,7995.84,67dba829-8998-4f46-8287-4ac416370a69,Cash,"Dannyland, Bhutan",58,Male,Regular,No,3,E0110,Supermarket
T0000093,2023-03-28,S019,P00147,Toys,Board Games,7,954.78,0.27,4878.93,395b10b2-b1de-48ae-ba54-7f98877eb585,Credit Card,"New Jonathan, Andorra",40,Male,Regular,Yes,1,E0047,Outlet
T0000094,2023-08-01,S078,P00250,Groceries,Fruits,8,66.33,0.25,397.98,22151b79-a56a-45ac-a9f3-20b85beb90b5,Online Payment,"Thompsonbury, Djibouti",24,Female,VIP,Yes,4,E0414,Outlet
T0000095,2024-03-22,S091,P00448,Electronics,Smartphones,3,86.18,0.09,235.27,9109c6b7-ff54-462e-9f59-d839327075d2,Credit Card,"Booneshire, Macao",21,Female,Regular,No,5,E0145,Online
T0000096,2024-08-22,S028,P00443,Clothing,Jackets,1,278.28,0.27,203.14,c043c664-bf1c-4904-a9fa-27bf984512c6,Cash,"New Valerie, Palau",47,Male,Regular,No,3,E0055,Online
T0000097,2023-03-23,S052,P00568,Groceries,Snacks,7,807.57,0.05,5370.34,a289c12c-0d0d-476d-8cc7-6eead60df74a,Cash,"Lake Diana, Nepal",53,Female,VIP,Yes,3,E0073,Online
T0000098,2023-07-25,S001,P00690,Toys,Dolls,2,863.61,0.24,1312.69,25c6586d-702c-4688-b15f-bb5001eb4666,Online Payment,"West Duanefurt, Eritrea",31,Female,VIP,No,3,E0033,Outlet
T0000099,2024-08-29,S014,P00339,Groceries,Vegetables,1,92.6,0.21,73.15,23f017d8-8847-4108-92d5-0cc0770cbfcc,Credit Card,"Port Stevenshire, Vanuatu",40,Female,VIP,No,2,E0373,Supermarket
T0000100,2023-08-12,S058,P00256,Groceries,Snacks,3,48.55,0.25,109.24,57c44a9e-dd1a-40dc-af8c-9f4f8915c0ed,Online Payment,"Markview, Suriname",26,Female,Regular,No,2,E0285,Supermarket
T0000101,2024-02-14,S057,P00750,Electronics,Cameras,10,173.0,0.09,1574.3,e8be0fa1-0ab7-489e-a50c-0882b0fbad78,Online Payment,"Port Joemouth, Guernsey",69,Male,Regular,Yes,1,E0399,Outlet
T0000102,2022-09-04,S041,P00075,Electronics,Smartphones,2,974.8,0.23,1501.19,064c16c8-c1b8-48e0-90f1-c892fe200c88,Online Payment,"Port Jerry, Tokelau",53,Male,VIP,No,2,E0486,Outlet
T0000103,2023-05-11,S024,P00487,Toys,Board Games,8,195.58,0.2,1251.71,fe444197-de79-4310-b8e7-c437d4f9e2c3,Online Payment,"Reidmouth, Netherlands Antilles",33,Male,Regular,Yes,4,E0134,Online
T0000104,2023-07-02,S076,P00443,Furniture,Beds,3,163.69,0.1,441.96,0302c29c-3071-4380-8dd1-615d6fef3b1a,Online Payment,"Parkbury, Ethiopia",22,Female,Regular,Yes,4,E0204,Outlet
T0000105,2023-02-14,S085,P00839,Groceries,Vegetables,8,422.75,0.2,2705.6,fd931540-cb3c-4ddd-aa09-b41a3b61dceb,Online Payment,"Lake Rogershire, Mali",54,Male,VIP,Yes,1,E0480,Supermarket
T0000106,2023-02-25,S013,P00399,Toys,Action Figures,7,552.43,0.21,3054.94,69606f97-30a7-4f7c-839e-e042b753fd39,Cash,"Ramirezland, Guernsey",19,Female,Regular,No,1,E0204,Online
T0000107,2024-01-30,S078,P00799,Toys,Dolls,9,386.25,0.02,3406.72,a31e48c8-410f-4026-a7c7-e19f80b48481,Credit Card,"South Sandraton, Micronesia",56,Female,VIP,Yes,4,E0191,Supermarket
T0000108,2024-08-28,S070,P00767,Clothing,Jackets,3,214.95,0.2,515.88,0fb01375-0eb3-464c-b0a2-93cbd63d0a0a,Cash,"Seantown, Namibia",55,Male,VIP,Yes,2,E0027,Outlet
T0000109,2023-07-30,S075,P00763,Groceries,Dairy,6,508.85,0.23,2350.89,db91baa7-35b0-4d9c-a019-03d888a4116a,Credit Card,"Ramirezland, Guernsey",20,Female,VIP,No,2,E0344,Online
T0000110,2024-05-13,S016,P00525,Furniture,Beds,3,794.61,0.12,2097.77,b801970e-969e-4611-8059-d83404d1e36f,Credit Card,"Jonesbury, Antigua and Barbuda",49,Male,Regular,Yes,1,E0483,Supermarket
T0000111,2023-11-19,S090,P00100,Clothing,Jeans,2,976.83,0.26,1445.71,a5dd5806-b4b2-4e40-ab67-75a735b283a4,Cash,"East Timothy, Seychelles",28,Female,VIP,No,4,E0143,Outlet
T0000112,2022-11-01,S046,P00642,Toys,Puzzles,7,646.32,0.22,3528.91,42ec3191-63c0-45de-8440-488b4f1640b6,Cash,"North Daniel, Lithuania",50,Female,Regular,No,3,E0445,Supermarket
T0000113,2023-07-10,S002,P00537,Electronics,Tablets,1,862.23,0.17,715.65,e89469b4-c0c5-4be6-847f-dbccb8beaa6e,Cash,"Seantown, Namibia",22,Male,Regular,No,5,E0201,Supermarket
T0000114,2024-06-06,S049,P00349,Toys,Board Games,4,384.9,0.23,1185.49,3693c81e-fb6e-40de-a59a-1ddca13d82ac,Credit Card,"Gonzalesburgh, Yemen",50,Female,Regular,Yes,1,E0007,Outlet
T0000115,2023-04-22,S001,P00001,Clothing,Jackets,3,341.47,0.25,768.31,5572259b-2f40-4750-9791-8c069b943da6,Online Payment,"Samanthaville, Bermuda",66,Male,Regular,Yes,2,E0011,Outlet
T0000116,2023-03-20,S026,P00589,Groceries,Dairy,6,800.87,0.23,3700.02,02374b6d-dce7-4a7a-b3d3-09baea8c6cea,Cash,"South Sandraton, Micronesia",52,Female,Regular,No,3,E0385,Supermarket
T0000117,2024-06-23,S085,P00345,Clothing,Jeans,7,51.86,0.19,294.05,7752097f-8011-4a2b-a6af-e9ec624e9245,Cash,"Hooverburgh, Anguilla",50,Female,VIP,No,1,E0185,Supermarket
T0000118,2023-03-02,S060,P00059,Toys,Dolls,7,969.6,0.12,5972.74,36237e4e-f538-4981-b92d-15f5d18bb55d,Cash,"Franklinstad, Guatemala",62,Female,VIP,No,2,E0099,Supermarket
T0000119,2024-05-19,S003,P00850,Toys,Action Figures,2,72.37,0.18,118.69,fc10681a-83d5-44a0-a1a4-c8c152dddc2e,Cash,"Kaitlintown, Ukraine",65,Female,VIP,Yes,1,E0392,Outlet
T0000120,2023-08-22,S007,P00970,Toys,Board Games,8,506.27,0.27,2956.62,89209122-750c-4033-b46b-650184c68ec2,Credit Card,"Bethburgh, Slovakia (Slovak Republic)",32,Female,Regular,No,1,E0067,Supermarket
T0000121,2022-12-19,S002,P00989,Furniture,Chairs,1,636.12,0.17,527.98,0105e0a4-3cd5-42cd-842c-957374b1237e,Cash,"Port Jefferymouth, Jordan",52,Female,Regular,Yes,3,E0132,Supermarket
